report_id,Data,Countries,Local,Industry Sector,Accident Level,Potential Accident Level,Genre,Employee or Third Party,Critical Risk,Description,description_clean,sif_proxy,is_exact_duplicate,is_repeated_description,has_label_conflict
R000175,2016-07-16,Country_01,Local_03,Mining,I,IV,Male,Third Party,Others,"At level 3490 gallery 239, during the holding activity with the Bolter equipment No. 24, the operator performs the drilling of the first hole to support the right gable; When the 7-foot-deep drill was about to end, the drill rod breaks, leaving the threads inside the drilling machine's shank; the operator and his assistant decide to make two empty percussion attempts to free the threads of the shank without success; in the third attempt the assistant enters a 3/8 ""corrugated iron to the central hole of the rest of the bar embedded in the shank to generate pressure, it is at this moment the operator activates the percussion and generates a movement of the shank which hits the palm of the victim's left hand generating a described injury. The worker was wearing safety gloves at the time of the accident. The end of the corrugated iron in contact with the left hand is shaped like a cane. The worker at the time of the accident was positioned under a roof supported with mesh and split set.","at level 3490 gallery 239, during the holding activity with the bolter equipment no. 24, the operator performs the drilling of the first hole to support the right gable; when the 7-foot-deep drill was about to end, the drill rod breaks, leaving the threads inside the drilling machine's shank; the operator and his assistant decide to make two empty percussion attempts to free the threads of the shank without success; in the third attempt the assistant enters a 3/8 ""corrugated iron to the central hole of the rest of the bar embedded in the shank to generate pressure, it is at this moment the operator activates the percussion and generates a movement of the shank which hits the palm of the victim's left hand generating a described injury. the worker was wearing safety gloves at the time of the accident. the end of the corrugated iron in contact with the left hand is shaped like a cane. the worker at the time of the accident was positioned under a roof supported with mesh and split set.",1,False,False,False
R000144,2016-06-08,Country_03,Local_10,Others,I,I,Male,Third Party,Bees,"Project of Vazante that carried out sediment collection of current in the South of Mata target, in the drainage of Serra do Garrote. team that was composed of 04 members of the WCA company, being the S.r.s Leandro, and Jehovânio. they were moving from one collection point to another, inside a shallow drainage, they saw the bee carton, the reaction was to move away from the box as quickly as possible to avoid the stings, they ran about 50 meters, looking for a safe area, to exit the radius of attack of the bees, but the S.S. and Breno), were attacked and consequently they suffered 02 stings, in the belly and Jehovah in the hand, verified that there was no type of allergic reaction, returned with the normal activities.","project of vazante that carried out sediment collection of current in the south of mata target, in the drainage of serra do garrote. team that was composed of 04 members of the wca company, being the s.r.s leandro, and jehovânio. they were moving from one collection point to another, inside a shallow drainage, they saw the bee carton, the reaction was to move away from the box as quickly as possible to avoid the stings, they ran about 50 meters, looking for a safe area, to exit the radius of attack of the bees, but the s.s. and breno), were attacked and consequently they suffered 02 stings, in the belly and jehovah in the hand, verified that there was no type of allergic reaction, returned with the normal activities.",0,False,True,False
R000267,2016-12-09,Country_02,Local_02,Mining,II,III,Male,Third Party (Remote),Others,"During the withdrawal of the metal form support screw in the Inside of well 2, when the bolt of the chain holder was loosened, the employee and a helper exerted force on the combination wrench, when the bolt came to loosen immediately, pressing the ring finger of the employee's right hand against the support.","during the withdrawal of the metal form support screw in the inside of well 2, when the bolt of the chain holder was loosened, the employee and a helper exerted force on the combination wrench, when the bolt came to loosen immediately, pressing the ring finger of the employee's right hand against the support.",0,False,False,False
R000226,2016-09-29,Country_01,Local_04,Mining,I,II,Male,Third Party,Others,"Being 05:30 am. Approximately Marco and Isidro TORRES they were performing the pipe standardization of the CX 771 / CX-983 Nv. 1940; in moments that Marco lifts the air pipe over the spike, this seat and the pipe impacts on the worker's safety guard.","being 05:30 am. approximately marco and isidro torres they were performing the pipe standardization of the cx 771 / cx-983 nv. 1940; in moments that marco lifts the air pipe over the spike, this seat and the pipe impacts on the worker's safety guard.",0,False,False,False
R000195,2016-08-19,Country_01,Local_03,Mining,I,III,Male,Employee,Others,"At level 2995 access # 6 A1 while the operator of the Scissor # 187 carried out the support of the right gable, from the platform it is arranged to place the Split set in the drill in the squat position to be introduced by the bolt, moment in which the which between the cocada of the support mesh falls from the crown a piece of rock (5cmx4cmx2cm; 112gr) from an approximate height of 2m impacting on the cervical region of the collaborator, causing the lesion described. At the time of the accident the crown was held and the collaborator used his safety glasses and gloves.","at level 2995 access # 6 a1 while the operator of the scissor # 187 carried out the support of the right gable, from the platform it is arranged to place the split set in the drill in the squat position to be introduced by the bolt, moment in which the which between the cocada of the support mesh falls from the crown a piece of rock (5cmx4cmx2cm; 112gr) from an approximate height of 2m impacting on the cervical region of the collaborator, causing the lesion described. at the time of the accident the crown was held and the collaborator used his safety glasses and gloves.",0,False,False,False
R000279,2016-12-22,Country_02,Local_05,Metals,I,II,Male,Third Party,Others,"Employee reports that he performed soldering activity when he was hit in the eye region by dust that was found in the thermal insulation, causing irritation.","employee reports that he performed soldering activity when he was hit in the eye region by dust that was found in the thermal insulation, causing irritation.",0,False,False,False
R000190,2016-08-12,Country_01,Local_03,Mining,III,IV,Male,Employee,Others,"During ore transport works from OP2 to bines; after having filled the tenth mining car with ore, the assistant positioned on the platform of the hopper OP2 places a wooden board between the pistons of the chain to avoid the fall of fines into the track, at which time a fragment of rock (10cmx8cm x6 cm; 1.4 Kg) rolls by the load and hits the distal phalanx of the fourth finger of the left hand. The assistant at the time of the accident was wearing safety gloves (pad type). The hopper OP2 at the time of the accident was with zero energy.","during ore transport works from op2 to bines; after having filled the tenth mining car with ore, the assistant positioned on the platform of the hopper op2 places a wooden board between the pistons of the chain to avoid the fall of fines into the track, at which time a fragment of rock (10cmx8cm x6 cm; 1.4 kg) rolls by the load and hits the distal phalanx of the fourth finger of the left hand. the assistant at the time of the accident was wearing safety gloves (pad type). the hopper op2 at the time of the accident was with zero energy.",1,False,False,False
R000147,2016-06-13,Country_01,Local_01,Mining,I,IV,Male,Employee,Others,"Once the mooring of the faneles in the detonating cord has been completed, the injured person proceeds to tie the detonating cord in the safety guide (slow wick) at a distance of 2.0 meters from the top of the work. At that moment, to finish mooring, a rock bank (30cm x 50cm x 15cm; 67.5 Kg.) the same front, from a height of 1.60 meters, which falls to the floor very close to the injured, disintegrates in several fragments, one of which (12cmx10cmx3cm, 2.0 Kg.) slides between the fragments of rock and impacts with the left leg of the victim. At the time of the accident the operator used his safety boots and was accompanied by a supervisor.","once the mooring of the faneles in the detonating cord has been completed, the injured person proceeds to tie the detonating cord in the safety guide (slow wick) at a distance of 2.0 meters from the top of the work. at that moment, to finish mooring, a rock bank (30cm x 50cm x 15cm; 67.5 kg.) the same front, from a height of 1.60 meters, which falls to the floor very close to the injured, disintegrates in several fragments, one of which (12cmx10cmx3cm, 2.0 kg.) slides between the fragments of rock and impacts with the left leg of the victim. at the time of the accident the operator used his safety boots and was accompanied by a supervisor.",1,False,False,False
R000332,2017-02-17,Country_01,Local_04,Mining,I,III,Male,Third Party,Projection/Manual Tools,"the moment of extracting the bolts of the CHUCK of rotation unit VSD 01; in the instant that is made hits with the rope of 6Lbs. the base of the support bolts, a fragment of the metal structure is projected, impacting the face of the mechanic Freddy the described injury.","the moment of extracting the bolts of the chuck of rotation unit vsd 01; in the instant that is made hits with the rope of 6lbs. the base of the support bolts, a fragment of the metal structure is projected, impacting the face of the mechanic freddy the described injury.",0,False,False,False
R000266,2016-12-08,Country_01,Local_01,Mining,I,III,Male,Third Party (Remote),Others,"At times when four employees lowered a metal sheet (1.5mx1.8m; m 80Kg) towards the floor from a height of 20 cm., The assembly assistant does not timely remove the hand, trapping his ring finger between the iron and loose earth causing a contusion on his ring finger. The collaborator at the time of the event to use their maneuver gloves.","at times when four employees lowered a metal sheet (1.5mx1.8m; m 80kg) towards the floor from a height of 20 cm., the assembly assistant does not timely remove the hand, trapping his ring finger between the iron and loose earth causing a contusion on his ring finger. the collaborator at the time of the event to use their maneuver gloves.",0,False,False,False
R000183,2016-08-02,Country_02,Local_02,Mining,I,III,Male,Third Party (Remote),Others,"When opened the access ladder of the people carrying Truck the employee had his right hand pressed into the support bracket of the same, suffering a superficial injury.","when opened the access ladder of the people carrying truck the employee had his right hand pressed into the support bracket of the same, suffering a superficial injury.",0,False,False,False
R000243,2016-10-23,Country_02,Local_02,Mining,II,IV,Male,Employee,Others,"In the activity of loading of explosives in front of level 326 GTS, there was a fall of a Rock fragment reaching right arm of the Blaster causing a cut-blunt.","in the activity of loading of explosives in front of level 326 gts, there was a fall of a rock fragment reaching right arm of the blaster causing a cut-blunt.",1,False,False,False
R000324,2017-02-09,Country_01,Local_03,Mining,IV,V,Male,Third Party (Remote),Power lock,"the Spillway circumstances where the worker was cleaning, with the use of an absorbent cloth, oil residues from the right edge of the Atlas AXS-186 compressor, with the bonnet open and in functioning; the rag falls inside the ompressor and in the attempt to remove it, it is hooked on the fan's propeller, pulling the worker's left hand toward the propeller causing the injury.","the spillway circumstances where the worker was cleaning, with the use of an absorbent cloth, oil residues from the right edge of the atlas axs-186 compressor, with the bonnet open and in functioning; the rag falls inside the ompressor and in the attempt to remove it, it is hooked on the fan's propeller, pulling the worker's left hand toward the propeller causing the injury.",1,False,False,False
R000258,2016-11-25,Country_02,Local_07,Mining,I,II,Male,Employee,Others,The employee reports that upon initiating 615 RLC front loading activity while performing the emulsion preparation for use there was a displacement of a small rock fragment from the ceiling reaching his left forearm,the employee reports that upon initiating 615 rlc front loading activity while performing the emulsion preparation for use there was a displacement of a small rock fragment from the ceiling reaching his left forearm,0,False,False,False
R000333,2017-02-17,Country_01,Local_01,Mining,I,III,Male,Employee,Chemical substances,"Once the painting of the pumping pipe has been completed, the person involved involuntarily touches his face, with his hand (with gloves) full of paint, and to clean himself he makes use of a dry industrial cloth and begins to rub his face, for a period of time from 30 to 40 seconds continuously, until finally the paint on the face is cleaned, this friction generates the described injury.","once the painting of the pumping pipe has been completed, the person involved involuntarily touches his face, with his hand (with gloves) full of paint, and to clean himself he makes use of a dry industrial cloth and begins to rub his face, for a period of time from 30 to 40 seconds continuously, until finally the paint on the face is cleaned, this friction generates the described injury.",0,False,False,False
R000419,2017-06-22,Country_03,Local_10,Others,I,I,Male,Employee,Venomous Animals,"During the field activity in the AMG project, target São Luiz, the reconnaissance team was boarding the car, which was parked with the windows closed. When they entered the Mr. Paulo putting the seat belt inside the vehicle, pressed a wasp between the shoulder and the neck, causing a sting. It is believed that, possibly, the bee was nailed to the clothes because the car was properly closed.","during the field activity in the amg project, target são luiz, the reconnaissance team was boarding the car, which was parked with the windows closed. when they entered the mr. paulo putting the seat belt inside the vehicle, pressed a wasp between the shoulder and the neck, causing a sting. it is believed that, possibly, the bee was nailed to the clothes because the car was properly closed.",0,False,False,False
R000341,2017-02-26,Country_02,Local_07,Mining,I,IV,Male,Employee,Fall prevention,"The employee was descending the ladder after inspection of the milling cyclones, which gives access to the floor behind the mill 10 by platform # ISC-MG26 when the floor gave way and it fell from a height of approximately 1 meter and 70 meters (there is material / ore below the platform, decreasing the height of the fall impact).","the employee was descending the ladder after inspection of the milling cyclones, which gives access to the floor behind the mill 10 by platform # isc-mg26 when the floor gave way and it fell from a height of approximately 1 meter and 70 meters (there is material / ore below the platform, decreasing the height of the fall impact).",1,False,False,False
R000308,2017-01-25,Country_01,Local_03,Mining,V,VI,Male,Third Party,remains of choco,"During the process of loading drills in the Carmen pit of level 3450, the operator positions the basket of the anfo loader 186 equipment at a height of 3m from the floor to carry out the loading of the production drills; At this moment, a stone slab of 1.4x0.7x0.2 m is detached from the front of the pit, which is tilted and lodged inside the basket, trapping the right leg of the collaborator.","during the process of loading drills in the carmen pit of level 3450, the operator positions the basket of the anfo loader 186 equipment at a height of 3m from the floor to carry out the loading of the production drills; at this moment, a stone slab of 1.4x0.7x0.2 m is detached from the front of the pit, which is tilted and lodged inside the basket, trapping the right leg of the collaborator.",1,False,False,False
R000182,2016-07-30,Country_02,Local_07,Mining,I,II,Male,Employee,Others,"employee reports that upon initiating 615RLC front loading activity, during the elevation of the aerial work platform, a rock fragment from the roof of the gallery was dropped, reaching its face, causing the lesion.","employee reports that upon initiating 615rlc front loading activity, during the elevation of the aerial work platform, a rock fragment from the roof of the gallery was dropped, reaching its face, causing the lesion.",0,False,False,False
R000019,2016-02-08,Country_01,Local_06,Metals,I,II,Male,Employee,Others,"An auxiliary wheel of the cathode crane G2133 was changed in area 75, when when a bearing was heated and hit with a hammer and chisel at one end of the bearing track, a detachment of a bearing piece occurred, impacting it in the thigh of the right leg producing a cut. The ambulance is called and you are transferred to the clinic.","an auxiliary wheel of the cathode crane g2133 was changed in area 75, when when a bearing was heated and hit with a hammer and chisel at one end of the bearing track, a detachment of a bearing piece occurred, impacting it in the thigh of the right leg producing a cut. the ambulance is called and you are transferred to the clinic.",0,False,False,False
R000396,2017-05-19,Country_01,Local_06,Metals,I,II,Male,Employee,Projection,"At 04:00 h on 05/19/17, the mechanic on duty of section 40 Antonio is observed in the activity of withdrawal check out of POM D071, at this moment he is impacted by a pulp of the line of discharge stuck, causing irritation in the right part of the neck and ear. The mechanic is referred to the medical center for evaluation.","at 04:00 h on 05/19/17, the mechanic on duty of section 40 antonio is observed in the activity of withdrawal check out of pom d071, at this moment he is impacted by a pulp of the line of discharge stuck, causing irritation in the right part of the neck and ear. the mechanic is referred to the medical center for evaluation.",0,False,False,False
R000137,2016-06-03,Country_03,Local_10,Others,II,II,Male,Third Party,Others,"During the field trip, on LT 01 of the Lajes target, Junior da Costa official stepped on a wooden stump that was on the ground, approximately 5 cm, which pierced his boot wounding the sole of the right foot. At the time of the accident, the employee was using all the PPE required for the activity and had his hands free. The employee was taken to the hospital, where he went through medical care, and was released to return to his activities the next day of work.","during the field trip, on lt 01 of the lajes target, junior da costa official stepped on a wooden stump that was on the ground, approximately 5 cm, which pierced his boot wounding the sole of the right foot. at the time of the accident, the employee was using all the ppe required for the activity and had his hands free. the employee was taken to the hospital, where he went through medical care, and was released to return to his activities the next day of work.",0,False,False,False
R000420,2017-06-29,Country_02,Local_02,Mining,I,III,Male,Employee,Pressed,"After maintenance on Boltec 03 at level 285 GTS of Rampa XXX, the mechanic and operator of the equipment performed tests on the equipment magazine. When the magazine carousel was turned on, the operator had his left middle finger pressed against the equipment frame.","after maintenance on boltec 03 at level 285 gts of rampa xxx, the mechanic and operator of the equipment performed tests on the equipment magazine. when the magazine carousel was turned on, the operator had his left middle finger pressed against the equipment frame.",0,False,False,False
R000423,2017-07-05,Country_02,Local_09,Metals,I,II,Male,Employee,Venomous Animals,"During the environmental monitoring activity in the area, the employee was surprised by a swarming swarm of weevils. During the exit of the place, endured suffering two stings, being one in the face and the other in the middle finger of the left hand.","during the environmental monitoring activity in the area, the employee was surprised by a swarming swarm of weevils. during the exit of the place, endured suffering two stings, being one in the face and the other in the middle finger of the left hand.",0,False,False,False
R000038,2016-02-24,Country_02,Local_07,Mining,I,V,Male,Employee,Others,When starting the activity of removing a coil of electric cables in the warehouse with the help of forklift truck the operator did not notice that there was a beehive in it. Due to the movement of the coil the bees were excited. Realizing the fact the operator turned off the equipment and left the area. People passing by were stung.,when starting the activity of removing a coil of electric cables in the warehouse with the help of forklift truck the operator did not notice that there was a beehive in it. due to the movement of the coil the bees were excited. realizing the fact the operator turned off the equipment and left the area. people passing by were stung.,1,False,True,False
R000103,2016-04-29,Country_01,Local_04,Mining,III,IV,Male,Third Party,Others,"Mr. Jesus operator of the concrete throwing team (alpha N ° 18) was shooting shotcrete in the Cx work. 001 Nv. 1710 OB1. applying 0.5 m3, he realizes that the additive did not come out in the mix, directing to lift the cover of the passage valve (54 Cm x 53 Cm of ¼ inch of thickness approximately 15 Kg). verifying that the valve was open, release the lid and it hits to the third finger of the left hand against the base, causing the injury.","mr. jesus operator of the concrete throwing team (alpha n ° 18) was shooting shotcrete in the cx work. 001 nv. 1710 ob1. applying 0.5 m3, he realizes that the additive did not come out in the mix, directing to lift the cover of the passage valve (54 cm x 53 cm of 1⁄4 inch of thickness approximately 15 kg). verifying that the valve was open, release the lid and it hits to the third finger of the left hand against the base, causing the injury.",1,False,False,False
R000325,2017-02-08,Country_01,Local_06,Metals,I,I,Male,Third Party (Remote),Manual Tools,"Performing carpentry work, the collaborator hit the second finger of the left hand with the hammer, which he held with his right hand, causing a bruise at the height of the nail. The evaluation was carried out at the medical center of the unit, the final diagnosis being contusion on the finger.","performing carpentry work, the collaborator hit the second finger of the left hand with the hammer, which he held with his right hand, causing a bruise at the height of the nail. the evaluation was carried out at the medical center of the unit, the final diagnosis being contusion on the finger.",0,False,False,False
R000082,2016-03-31,Country_01,Local_03,Mining,I,II,Male,Third Party,Others,"In the workshop level -970 in Box # 1, while TWO the mechanics manipulated a steel plate - 60cm x40cm x 2.5cm; 50 Kg - to place it in the gutter of the workshop and be able to remove the Scaler # 142, the plate slides and restricts the right ring finger between the gable and the plate causing the injury. The collaborator used gloves at the time of the accident","in the workshop level -970 in box # 1, while two the mechanics manipulated a steel plate - 60cm x40cm x 2.5cm; 50 kg - to place it in the gutter of the workshop and be able to remove the scaler # 142, the plate slides and restricts the right ring finger between the gable and the plate causing the injury. the collaborator used gloves at the time of the accident",0,False,False,False
R000228,2016-10-01,Country_01,Local_04,Mining,II,III,Male,Third Party,Others,"Being 10:50 a.m. approximately, in the maintenance workshop of the E.E Unicon, in circumstances that two mechanical technicians placed the protective plate (30 kg.) of the Mixkret 111 fuel tank, At the moment of attempting to bolt this protective plate it slips from the hands of one of them falling directly on the instep of the left foot, causing the injury described.","being 10:50 a.m. approximately, in the maintenance workshop of the e.e unicon, in circumstances that two mechanical technicians placed the protective plate (30 kg.) of the mixkret 111 fuel tank, at the moment of attempting to bolt this protective plate it slips from the hands of one of them falling directly on the instep of the left foot, causing the injury described.",0,False,False,False
R000106,2016-04-30,Country_01,Local_03,Mining,IV,IV,Male,Third Party,Others,"In the DDH chamber of the company Explomin, located at the level -100 Socorro ramp 334, when the worker - assistant driller-was dismantling the fifth drill rod (NQ - 3 meters of steel with a weight of 24 kg) , using a stilson key (No. 18), at that moment the operator operates the rotation unit, the drill rod rotates by pressing the left hand of the worker against the base of the rod holder, causing an injury to the left hand. At the time of the accident, the drilling assistant used rubber gloves","in the ddh chamber of the company explomin, located at the level -100 socorro ramp 334, when the worker - assistant driller-was dismantling the fifth drill rod (nq - 3 meters of steel with a weight of 24 kg) , using a stilson key (no. 18), at that moment the operator operates the rotation unit, the drill rod rotates by pressing the left hand of the worker against the base of the rod holder, causing an injury to the left hand. at the time of the accident, the drilling assistant used rubber gloves",1,False,False,False
R000007,2016-01-16,Country_02,Local_05,Metals,I,III,Male,Employee,Fall prevention (same level),"The collaborator reports that he was on street 09 holding in his left hand the volumetric balloon, when he slipped and when placing his hand on the ground the volumetric balloon ended up breaking caused a small wound in his left hand.","the collaborator reports that he was on street 09 holding in his left hand the volumetric balloon, when he slipped and when placing his hand on the ground the volumetric balloon ended up breaking caused a small wound in his left hand.",0,False,False,False
R000294,2017-01-09,Country_01,Local_03,Mining,I,III,Male,Employee,Others,"At level 2995 access # 7, Scissor # 187 performed the sustaining activity, drilling the drill to install the Split when lifting the electrowelded mesh of 12 square meters (6m x 2m), weight 21 kg. Approximately to the team's platform, the assistant slips and feels a pain in the inner edge of the right knee.","at level 2995 access # 7, scissor # 187 performed the sustaining activity, drilling the drill to install the split when lifting the electrowelded mesh of 12 square meters (6m x 2m), weight 21 kg. approximately to the team's platform, the assistant slips and feels a pain in the inner edge of the right knee.",0,False,False,False
R000026,2016-02-15,Country_01,Local_06,Metals,I,II,Male,Employee,Manual Tools,"The operator was willing to manually displace the zinc sheet adhered to the aluminum cathode. At the moment when the blade was detached, the blade was released from the cathode, bending and grazing the collaborator's right hand, producing 2 small cuts at the knuckles of the fingers, the worker made use of his gloves. leather. The worker is transferred to the medical unit for first aid.","the operator was willing to manually displace the zinc sheet adhered to the aluminum cathode. at the moment when the blade was detached, the blade was released from the cathode, bending and grazing the collaborator's right hand, producing 2 small cuts at the knuckles of the fingers, the worker made use of his gloves. leather. the worker is transferred to the medical unit for first aid.",0,False,False,False
R000246,2016-10-27,Country_01,Local_03,Mining,I,IV,Male,Employee,Others,"At a time when the heavy equipment operator got on the equipment to check the right front headlight (defective) of the scooptram # 181, position on the rim position # 2 his left leg which slides, causing the heavy equipment operator to fall from a height of 0.60 cm","at a time when the heavy equipment operator got on the equipment to check the right front headlight (defective) of the scooptram # 181, position on the rim position # 2 his left leg which slides, causing the heavy equipment operator to fall from a height of 0.60 cm",1,False,False,False
R000415,2017-06-24,Country_01,Local_03,Mining,I,II,Female,Third Party,Cut,"On the surface, Comedor the worker of the company C & C made the cut of lemon at that time imprisoned the knife generating a movement and impacting on the first finger of the left hand causing a slight cut.","on the surface, comedor the worker of the company c & c made the cut of lemon at that time imprisoned the knife generating a movement and impacting on the first finger of the left hand causing a slight cut.",0,False,False,False
R000352,2017-03-08,Country_01,Local_01,Mining,V,V,Male,Third Party,Vehicles and Mobile Equipment,"When the scoop was heading from Rpa 910 to the cut-off point of the Cro 861 South to be unloaded, it visualizes a truck that was parked with the lights and the engine ignited inside the thrust - where the Scoop found accumulating dismount-; the operator stops the Scoop and gets off to tell the driver of the truck to leave and when he finds no one he decides to go and look for the driver at the top of Cro 861 South, where he can not find it; Then he returns to his Scoop and at 15 to 20 meters visualizes the light of a lamp shining in the direction of the gable, when approaching, he finds the deceased lying on the side of the Scoop and proceeds to give immediate notice to the supervisory of the shift, control center and emergency center.","when the scoop was heading from rpa 910 to the cut-off point of the cro 861 south to be unloaded, it visualizes a truck that was parked with the lights and the engine ignited inside the thrust - where the scoop found accumulating dismount-; the operator stops the scoop and gets off to tell the driver of the truck to leave and when he finds no one he decides to go and look for the driver at the top of cro 861 south, where he can not find it; then he returns to his scoop and at 15 to 20 meters visualizes the light of a lamp shining in the direction of the gable, when approaching, he finds the deceased lying on the side of the scoop and proceeds to give immediate notice to the supervisory of the shift, control center and emergency center.",1,False,False,False
R000058,2016-03-16,Country_01,Local_04,Mining,I,II,Male,Third Party,Others,"When installing the ripper pin of the tractor D6T-N1, the ripper support arm slides by pressing the second and third fingers of the right hand against the base of the ripper causing the injury described.","when installing the ripper pin of the tractor d6t-n1, the ripper support arm slides by pressing the second and third fingers of the right hand against the base of the ripper causing the injury described.",0,False,False,False
R000012,2016-01-30,Country_01,Local_03,Mining,I,IV,Male,Third Party,Others,"While preparing the rice for the lunch of the day, when moving the pot # 60 - 35 Kg of weight including the contents - to evacuate the residual water of the cooking of the rice, when positioning the pot on a jaba it tilts backwards spilling some 200 ml of hot water on the cook's leg. The cook immediately after the event applies first aid, pouring cold water on the area of ​​the injury and go to the medical post for evaluation.","while preparing the rice for the lunch of the day, when moving the pot # 60 - 35 kg of weight including the contents - to evacuate the residual water of the cooking of the rice, when positioning the pot on a jaba it tilts backwards spilling some 200 ml of hot water on the cook's leg. the cook immediately after the event applies first aid, pouring cold water on the area of the injury and go to the medical post for evaluation.",1,False,False,False
R000336,2017-02-23,Country_02,Local_07,Mining,I,III,Male,Third Party (Remote),Venomous Animals,"During the transport of pieces of wood with the aid of a wheelbarrow, the employee felt a prick in the right leg, at that moment stopped the activity, removed the leggings and when shaking the pants noticed that it was a small scorpion.","during the transport of pieces of wood with the aid of a wheelbarrow, the employee felt a prick in the right leg, at that moment stopped the activity, removed the leggings and when shaking the pants noticed that it was a small scorpion.",0,False,False,False
R000180,2016-07-27,Country_01,Local_03,Mining,II,IV,Male,Employee,Others,"At times when the mill operator proceeded to remove the vitaulic flange connecting the suction pipe to the pump housing 8B; with the intention of de-sanding the system, when removing the flange, the mineral pulp comes out under pressure and impacts on the face and wrist of his left hand generating the lesion described. At the time of the accident, both the secondary mill No. 4 and the pumps 8A and 8B were blocked for maintenance work and the mill operator used his safety glasses.","at times when the mill operator proceeded to remove the vitaulic flange connecting the suction pipe to the pump housing 8b; with the intention of de-sanding the system, when removing the flange, the mineral pulp comes out under pressure and impacts on the face and wrist of his left hand generating the lesion described. at the time of the accident, both the secondary mill no. 4 and the pumps 8a and 8b were blocked for maintenance work and the mill operator used his safety glasses.",1,False,False,False
R000303,2017-01-21,Country_02,Local_02,Mining,I,I,Male,Third Party (Remote),Others,"Employees engaged in the removal of material from the excavation of the well 2 of level 265, using shovel and placing it in the bucket. During the day some of this material fell into the pipes of the employees' boots and the friction between the boot and the calf caused a superficial injury to the legs.","employees engaged in the removal of material from the excavation of the well 2 of level 265, using shovel and placing it in the bucket. during the day some of this material fell into the pipes of the employees' boots and the friction between the boot and the calf caused a superficial injury to the legs.",0,True,True,False
R000383,2017-04-28,Country_02,Local_05,Metals,I,II,Male,Employee,Others,"The employee reports that he performed his routine activities in the Foundry area when it was necessary to fit the last ZAMAC ingots of one of the packages. At this point, the ingot slipped and hit the back of his right foot, causing pain. The safety footwear worn by the employee has a steel toe and a metatarsal protector.","the employee reports that he performed his routine activities in the foundry area when it was necessary to fit the last zamac ingots of one of the packages. at this point, the ingot slipped and hit the back of his right foot, causing pain. the safety footwear worn by the employee has a steel toe and a metatarsal protector.",0,False,False,False
R000077,2016-04-01,Country_01,Local_01,Mining,I,V,Male,Third Party (Remote),Others,"In circumstances that two workers of the Abratech company were doing putty work inside the conditioning tank (5 meters deep and covered by platforms) of metal gratings - grating- in the upper part), two other employees of the HyT company carried out maneuvers transfer of a pump with the help of a manual tick - which worked hooked to a beam H, dragging the pump on the metal gratings (grating), suddenly the pump is hooked with a metal grate (grating) and when trying to release it, the metal grid (grating - 13.0 Kg. (60 cm x 92 cm)) falls inside the tank, hits a diagonal channel inside the tank and then impacts the right arm of one of the workers and rubs the helmet of the second worker that he was crouching. The area where the bomb was being moved was marked with tape and did not have a lookout.","in circumstances that two workers of the abratech company were doing putty work inside the conditioning tank (5 meters deep and covered by platforms) of metal gratings - grating- in the upper part), two other employees of the hyt company carried out maneuvers transfer of a pump with the help of a manual tick - which worked hooked to a beam h, dragging the pump on the metal gratings (grating), suddenly the pump is hooked with a metal grate (grating) and when trying to release it, the metal grid (grating - 13.0 kg. (60 cm x 92 cm)) falls inside the tank, hits a diagonal channel inside the tank and then impacts the right arm of one of the workers and rubs the helmet of the second worker that he was crouching. the area where the bomb was being moved was marked with tape and did not have a lookout.",1,True,True,False
R000216,2016-09-17,Country_01,Local_06,Metals,I,II,Male,Third Party,Pressed,"On September 17, 2016 at approximately 8:35 pm, during the preventive maintenance of the G2142 debarking machine, the bearing assembly is made on the anode cleaning roller; When fitting the bearing in its final position, the staff used a chisel and a 4-pound rope to position the bearing. The worker places his left hand near the head of the chisel and warps, in these circumstances a splinter is embedded in the proximal part of the thumb of the left hand, immediately the collaborator communicates to the supervisor and is evacuated to the Medical for review.","on september 17, 2016 at approximately 8:35 pm, during the preventive maintenance of the g2142 debarking machine, the bearing assembly is made on the anode cleaning roller; when fitting the bearing in its final position, the staff used a chisel and a 4-pound rope to position the bearing. the worker places his left hand near the head of the chisel and warps, in these circumstances a splinter is embedded in the proximal part of the thumb of the left hand, immediately the collaborator communicates to the supervisor and is evacuated to the medical for review.",0,False,False,False
R000305,2017-01-23,Country_01,Local_04,Mining,I,IV,Male,Third Party,remains of choco,"Being 4:15 a.m. on the 179th block of Nv 1880 Ob 2, at the moment that Messrs. and Roger (injured), cleaned the 14th drill of the radial mesh that was in an inclined shape in the right gable, moment that detaches fragments of rock of 5x5x2 cm. impacting the shoulder.","being 4:15 a.m. on the 179th block of nv 1880 ob 2, at the moment that messrs. and roger (injured), cleaned the 14th drill of the radial mesh that was in an inclined shape in the right gable, moment that detaches fragments of rock of 5x5x2 cm. impacting the shoulder.",1,False,False,False
R000312,2017-01-31,Country_02,Local_08,Metals,I,III,Male,Employee,Others,"During the assembly activity of polypropylene pipe with 4 ""diameter, the employee stepped on the pipe flange, it twisted his right foot.","during the assembly activity of polypropylene pipe with 4 ""diameter, the employee stepped on the pipe flange, it twisted his right foot.",0,False,False,False
